TodoList2 FIND 1000000 3.28143 248256831 2.509 0.67
TodoList2 FIND 1000000 3.39473 188477278 1.90484 0.66
TodoList2 FIND 1000000 3.40778 230402448 2.32856 0.65
TodoList2 FIND 1000000 3.23921 228394668 2.30827 0.64
TodoList2 FIND 1000000 3.37003 204201760 2.06376 0.63
TodoList2 FIND 1000000 3.34984 217711148 2.20029 0.62
TodoList2 FIND 1000000 3.27244 203442734 2.05609 0.61
TodoList2 FIND 1000000 3.22605 197398209 1.995 0.6
TodoList2 FIND 1000000 3.31369 203338130 2.05503 0.59
TodoList2 FIND 1000000 2.98787 202857814 2.05018 0.58
TodoList2 FIND 1000000 3.15845 169036704 1.70837 0.57
TodoList2 FIND 1000000 3.06542 190778636 1.9281 0.56
TodoList2 FIND 1000000 3.01573 173610492 1.75459 0.55
TodoList2 FIND 1000000 3.00263 186653999 1.88641 0.54
TodoList2 FIND 1000000 3.01853 176568587 1.78449 0.53
TodoList2 FIND 1000000 2.85448 170193466 1.72006 0.52
TodoList2 FIND 1000000 2.93312 159658404 1.61358 0.51
TodoList2 FIND 1000000 2.96673 154805087 1.56453 0.5
TodoList2 FIND 1000000 2.84245 174212069 1.76067 0.49
TodoList2 FIND 1000000 2.67241 169087242 1.70888 0.48
TodoList2 FIND 1000000 2.93126 154487852 1.56133 0.47
TodoList2 FIND 1000000 2.70051 163494710 1.65236 0.46
TodoList2 FIND 1000000 2.77029 158133708 1.59817 0.45
TodoList2 FIND 1000000 2.69994 155836508 1.57496 0.44
TodoList2 FIND 1000000 2.72017 149398609 1.50989 0.43
TodoList2 FIND 1000000 2.96734 151446275 1.53059 0.42
TodoList2 FIND 1000000 2.80572 154273580 1.55916 0.41
TodoList2 FIND 1000000 2.84648 139690986 1.41178 0.4
TodoList2 FIND 1000000 2.60629 143316352 1.44842 0.39
TodoList2 FIND 1000000 2.66719 142766296 1.44286 0.38
TodoList2 FIND 1000000 2.579 139637032 1.41124 0.37
TodoList2 FIND 1000000 2.62755 134097452 1.35525 0.36
TodoList2 FIND 1000000 2.61936 142952474 1.44475 0.35
TodoList2 FIND 1000000 2.56725 139391752 1.40876 0.34
TodoList2 FIND 1000000 2.53779 124377010 1.25701 0.33
TodoList2 FIND 1000000 2.47575 138401222 1.39875 0.32
TodoList2 FIND 1000000 2.59065 139561503 1.41048 0.31
TodoList2 FIND 1000000 2.43549 133318116 1.34738 0.3
TodoList2 FIND 1000000 2.518 133029184 1.34446 0.29
TodoList2 FIND 1000000 2.48199 132755120 1.34169 0.28
TodoList2 FIND 1000000 2.4469 123445858 1.2476 0.27
TodoList2 FIND 1000000 2.46748 118747358 1.20012 0.26
TodoList2 FIND 1000000 2.47953 124211369 1.25534 0.25
TodoList2 FIND 1000000 2.49938 128379589 1.29747 0.24
TodoList2 FIND 1000000 2.43694 128073663 1.29437 0.23
TodoList2 FIND 1000000 2.40559 119582536 1.20856 0.22
TodoList2 FIND 1000000 2.4225 119215590 1.20485 0.21
TodoList2 FIND 1000000 2.41857 114827447 1.1605 0.2
TodoList2 FIND 1000000 2.44721 123706248 1.25023 0.19
TodoList2 FIND 1000000 2.36421 118948677 1.20215 0.18
TodoList2 FIND 1000000 2.45085 118408906 1.1967 0.17
TodoList2 FIND 1000000 2.65743 119026963 1.20294 0.16
TodoList2 FIND 1000000 2.77938 118713323 1.19977 0.15
TodoList2 FIND 1000000 2.18427 113665826 1.14876 0.14
TodoList2 FIND 1000000 2.18042 108620783 1.09777 0.13
TodoList2 FIND 1000000 2.16809 109340570 1.10505 0.12
TodoList2 FIND 1000000 2.17193 108722612 1.0988 0.11
TodoList2 FIND 1000000 2.22485 109949727 1.1112 0.1
TodoList2 FIND 1000000 2.25755 113410297 1.14618 0.09
TodoList2 FIND 1000000 2.31195 113039320 1.14243 0.08
TodoList2 FIND 1000000 2.18531 108569670 1.09726 0.07
TodoList2 FIND 1000000 2.15872 104428666 1.05541 0.06
TodoList2 FIND 1000000 2.19538 104573281 1.05687 0.05
TodoList2 FIND 1000000 2.17195 104372460 1.05484 0.04
TodoList2 FIND 1000000 2.14251 108692816 1.0985 0.03
TodoList2 FIND 1000000 2.15031 104903377 1.0602 0.02
